Name,Function_formula,Function,Level_1,Level_2_1,Level_2_2,Level_2_3,Level_2_4
Domestic Unit Mkt,Domestic,Domestic,Domestic / Export,Domestic,Unit Metrics,Current Period,Current Period (Unit)
Domestic Unit Mkt Contrib %,Domestic,Domestic,Domestic / Export,Domestic,Unit Metrics,Current Period,Current Period (Unit)
Domestic Unit PI,Domestic,Domestic,Domestic / Export,Domestic,Unit Metrics,Current Period,Current Period (Unit)
Domestic Unit Prod,Domestic,Domestic,Domestic / Export,Domestic,Unit Metrics,Current Period,Current Period (Unit)
Domestic Unit Prod Contrib %,Domestic,Domestic,Domestic / Export,Domestic,Unit Metrics,Current Period,Current Period (Unit)
Export Unit,Export,Export,Domestic / Export,Export,Unit Metrics,Current Period,Current Period (Unit)
Export Unit % Mkt Shr,Export,Export,Domestic / Export,Export,Unit Metrics,Current Period,Current Period (Unit)
Export Unit Comp,Export,Export,Domestic / Export,Export,Unit Metrics,Current Period,Current Period (Unit)
Export Unit Comp Contrib %,Export,Export,Domestic / Export,Export,Unit Metrics,Current Period,Current Period (Unit)
Export Unit Contrib %,Export,Export,Domestic / Export,Export,Unit Metrics,Current Period,Current Period (Unit)
Export Unit Mkt,Export,Export,Domestic / Export,Export,Unit Metrics,Current Period,Current Period (Unit)
Export Unit Mkt Contrib %,Export,Export,Domestic / Export,Export,Unit Metrics,Current Period,Current Period (Unit)
Export Unit PI,Export,Export,Domestic / Export,Export,Unit Metrics,Current Period,Current Period (Unit)
Export Unit Prod,Export,Export,Domestic / Export,Export,Unit Metrics,Current Period,Current Period (Unit)
Export Unit Prod Contrib %,Export,Export,Domestic / Export,Export,Unit Metrics,Current Period,Current Period (Unit)
Grocery Unit,Grocery,Grocery,Retail / Grocery,Grocery,Unit Metrics,Current Period,Current Period (Unit)
Grocery Unit % Mkt Shr,Grocery,Grocery,Retail / Grocery,Grocery,Unit Metrics,Current Period,Current Period (Unit)
Grocery Unit Comp,Grocery,Grocery,Retail / Grocery,Grocery,Unit Metrics,Current Period,Current Period (Unit)
Grocery Unit Comp Contrib %,Grocery,Grocery,Retail / Grocery,Grocery,Unit Metrics,Current Period,Current Period (Unit)
Grocery Unit Contrib %,Grocery,Grocery,Retail / Grocery,Grocery,Unit Metrics,Current Period,Current Period (Unit)
Grocery Unit Mkt,Grocery,Grocery,Retail / Grocery,Grocery,Unit Metrics,Current Period,Current Period (Unit)
Grocery Unit Mkt Contrib %,Grocery,Grocery,Retail / Grocery,Grocery,Unit Metrics,Current Period,Current Period (Unit)
Grocery Unit PI,Grocery,Grocery,Retail / Grocery,Grocery,Unit Metrics,Current Period,Current Period (Unit)
Grocery Unit Prod,Grocery,Grocery,Retail / Grocery,Grocery,Unit Metrics,Current Period,Current Period (Unit)
Grocery Unit Prod Contrib %,Grocery,Grocery,Retail / Grocery,Grocery,Unit Metrics,Current Period,Current Period (Unit)
Incremental Unit,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Unit Metrics,Current Period,Current Period (Unit)
Incremental Unit % Mkt Shr,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Unit Metrics,Current Period,Current Period (Unit)
Incremental Unit Comp,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Unit Metrics,Current Period,Current Period (Unit)
Incremental Unit Comp Contrib %,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Unit Metrics,Current Period,Current Period (Unit)
Incremental Unit Contrib %,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Unit Metrics,Current Period,Current Period (Unit)
Incremental Unit Mkt,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Unit Metrics,Current Period,Current Period (Unit)
Incremental Unit Mkt Contrib %,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Unit Metrics,Current Period,Current Period (Unit)
Incremental Unit PI,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Unit Metrics,Current Period,Current Period (Unit)
Incremental Unit Prod,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Unit Metrics,Current Period,Current Period (Unit)
Incremental Unit Prod Contrib %,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Unit Metrics,Current Period,Current Period (Unit)
Lost Unit,Lost,Lost,Baseline /Incremental / Lost,Lost,Unit Metrics,Current Period,Current Period (Unit)
Lost Unit % Mkt Shr,Lost,Lost,Baseline /Incremental / Lost,Lost,Unit Metrics,Current Period,Current Period (Unit)
Lost Unit Comp,Lost,Lost,Baseline /Incremental / Lost,Lost,Unit Metrics,Current Period,Current Period (Unit)
Lost Unit Comp Contrib %,Lost,Lost,Baseline /Incremental / Lost,Lost,Unit Metrics,Current Period,Current Period (Unit)
Lost Unit Contrib %,Lost,Lost,Baseline /Incremental / Lost,Lost,Unit Metrics,Current Period,Current Period (Unit)
Lost Unit Mkt,Lost,Lost,Baseline /Incremental / Lost,Lost,Unit Metrics,Current Period,Current Period (Unit)
Lost Unit Mkt Contrib %,Lost,Lost,Baseline /Incremental / Lost,Lost,Unit Metrics,Current Period,Current Period (Unit)
Lost Unit PI,Lost,Lost,Baseline /Incremental / Lost,Lost,Unit Metrics,Current Period,Current Period (Unit)
Lost Unit Prod,Lost,Lost,Baseline /Incremental / Lost,Lost,Unit Metrics,Current Period,Current Period (Unit)
Lost Unit Prod Contrib %,Lost,Lost,Baseline /Incremental / Lost,Lost,Unit Metrics,Current Period,Current Period (Unit)
Non Promo Unit,Non,Non Promo,Promo / Non Promo,Non Promo,Unit Metrics,Current Period,Current Period (Unit)
Non Promo Unit % Mkt Shr,Non,Non Promo,Promo / Non Promo,Non Promo,Unit Metrics,Current Period,Current Period (Unit)
Non Promo Unit Comp,Non,Non Promo,Promo / Non Promo,Non Promo,Unit Metrics,Current Period,Current Period (Unit)
Non Promo Unit Comp Contrib %,Non,Non Promo,Promo / Non Promo,Non Promo,Unit Metrics,Current Period,Current Period (Unit)
Non Promo Unit Contrib %,Non,Non Promo,Promo / Non Promo,Non Promo,Unit Metrics,Current Period,Current Period (Unit)
Non Promo Unit Mkt,Non,Non Promo,Promo / Non Promo,Non Promo,Unit Metrics,Current Period,Current Period (Unit)
Non Promo Unit Mkt Contrib %,Non,Non Promo,Promo / Non Promo,Non Promo,Unit Metrics,Current Period,Current Period (Unit)
Non Promo Unit PI,Non,Non Promo,Promo / Non Promo,Non Promo,Unit Metrics,Current Period,Current Period (Unit)
Non Promo Unit Prod,Non,Non Promo,Promo / Non Promo,Non Promo,Unit Metrics,Current Period,Current Period (Unit)
Non Promo Unit Prod Contrib %,Non,Non Promo,Promo / Non Promo,Non Promo,Unit Metrics,Current Period,Current Period (Unit)
Online Unit,Online,Online,Brick & Mortar / Online,Online,Unit Metrics,Current Period,Current Period (Unit)
Online Unit % Mkt Shr,Online,Online,Brick & Mortar / Online,Online,Unit Metrics,Current Period,Current Period (Unit)
Online Unit Comp,Online,Online,Brick & Mortar / Online,Online,Unit Metrics,Current Period,Current Period (Unit)
Online Unit Comp Contrib %,Online,Online,Brick & Mortar / Online,Online,Unit Metrics,Current Period,Current Period (Unit)
Online Unit Contrib %,Online,Online,Brick & Mortar / Online,Online,Unit Metrics,Current Period,Current Period (Unit)
Online Unit Mkt,Online,Online,Brick & Mortar / Online,Online,Unit Metrics,Current Period,Current Period (Unit)
Online Unit Mkt Contrib %,Online,Online,Brick & Mortar / Online,Online,Unit Metrics,Current Period,Current Period (Unit)
Online Unit PI,Online,Online,Brick & Mortar / Online,Online,Unit Metrics,Current Period,Current Period (Unit)
Online Unit Prod,Online,Online,Brick & Mortar / Online,Online,Unit Metrics,Current Period,Current Period (Unit)
Online Unit Prod Contrib %,Online,Online,Brick & Mortar / Online,Online,Unit Metrics,Current Period,Current Period (Unit)
Unit,#VALUE!,Unit,Base Metrics,Unit Metrics,Unit Metrics,Current Period,Current Period (Unit)
Unit % Mkt Shr,Unit,Unit,Base Metrics,Unit Metrics,Unit Metrics,Current Period,Current Period (Unit)
Unit Comp,Unit,Unit,Base Metrics,Unit Metrics,Unit Metrics,Current Period,Current Period (Unit)
Unit Comp Contrib %,Unit,Unit,Base Metrics,Unit Metrics,Unit Metrics,Current Period,Current Period (Unit)
Unit Contrib %,Unit,Unit,Base Metrics,Unit Metrics,Unit Metrics,Current Period,Current Period (Unit)
Unit Mkt,Unit,Unit,Base Metrics,Unit Metrics,Unit Metrics,Current Period,Current Period (Unit)
Unit Mkt Contrib %,Unit,Unit,Base Metrics,Unit Metrics,Unit Metrics,Current Period,Current Period (Unit)
Unit PI,Unit,Unit,Base Metrics,Unit Metrics,Unit Metrics,Current Period,Current Period (Unit)
Unit Prod,Unit,Unit,Base Metrics,Unit Metrics,Unit Metrics,Current Period,Current Period (Unit)
Unit Prod Contrib %,Unit,Unit,Base Metrics,Unit Metrics,Unit Metrics,Current Period,Current Period (Unit)
Promo Unit,Promo,Promo,Promo / Non Promo,Promo,Unit Metrics,Current Period,Current Period (Unit)
Promo Unit % Mkt Shr,Promo,Promo,Promo / Non Promo,Promo,Unit Metrics,Current Period,Current Period (Unit)
Promo Unit Comp,Promo,Promo,Promo / Non Promo,Promo,Unit Metrics,Current Period,Current Period (Unit)
Promo Unit Comp Contrib %,Promo,Promo,Promo / Non Promo,Promo,Unit Metrics,Current Period,Current Period (Unit)
Promo Unit Contrib %,Promo,Promo,Promo / Non Promo,Promo,Unit Metrics,Current Period,Current Period (Unit)
Promo Unit Mkt,Promo,Promo,Promo / Non Promo,Promo,Unit Metrics,Current Period,Current Period (Unit)
Promo Unit Mkt Contrib %,Promo,Promo,Promo / Non Promo,Promo,Unit Metrics,Current Period,Current Period (Unit)
Promo Unit PI,Promo,Promo,Promo / Non Promo,Promo,Unit Metrics,Current Period,Current Period (Unit)
Promo Unit Prod,Promo,Promo,Promo / Non Promo,Promo,Unit Metrics,Current Period,Current Period (Unit)
Promo Unit Prod Contrib %,Promo,Promo,Promo / Non Promo,Promo,Unit Metrics,Current Period,Current Period (Unit)
Ret/Gr Unit Ratio,Ret/Gr,Ret/Gr,Retail / Grocery,Retail,Unit Metrics,Current Period,Current Period (Unit)
Retail Unit,Retail,Retail,Retail / Grocery,Retail,Unit Metrics,Current Period,Current Period (Unit)
Retail Unit % Mkt Shr,Retail,Retail,Retail / Grocery,Retail,Unit Metrics,Current Period,Current Period (Unit)
Retail Unit Comp,Retail,Retail,Retail / Grocery,Retail,Unit Metrics,Current Period,Current Period (Unit)
Retail Unit Comp Contrib %,Retail,Retail,Retail / Grocery,Retail,Unit Metrics,Current Period,Current Period (Unit)
Retail Unit Contrib %,Retail,Retail,Retail / Grocery,Retail,Unit Metrics,Current Period,Current Period (Unit)
Retail Unit Mkt,Retail,Retail,Retail / Grocery,Retail,Unit Metrics,Current Period,Current Period (Unit)
Retail Unit Mkt Contrib %,Retail,Retail,Retail / Grocery,Retail,Unit Metrics,Current Period,Current Period (Unit)
Retail Unit PI,Retail,Retail,Retail / Grocery,Retail,Unit Metrics,Current Period,Current Period (Unit)
Retail Unit Prod,Retail,Retail,Retail / Grocery,Retail,Unit Metrics,Current Period,Current Period (Unit)
Retail Unit Prod Contrib %,Retail,Retail,Retail / Grocery,Retail,Unit Metrics,Current Period,Current Period (Unit)
ROS Unit,ROS,ROS,Distribution Metrics,Distribution Value Metrics,Unit Metrics,Current Period,Current Period (Unit)
Scanout Unit,Scanout,Scanout,Scanout / Sellin,Scanout,Unit Metrics,Current Period,Current Period (Unit)
Scanout Unit % Mkt Shr,Scanout,Scanout,Scanout / Sellin,Scanout,Unit Metrics,Current Period,Current Period (Unit)
Scanout Unit Comp,Scanout,Scanout,Scanout / Sellin,Scanout,Unit Metrics,Current Period,Current Period (Unit)
Scanout Unit Comp Contrib %,Scanout,Scanout,Scanout / Sellin,Scanout,Unit Metrics,Current Period,Current Period (Unit)
Scanout Unit Contrib %,Scanout,Scanout,Scanout / Sellin,Scanout,Unit Metrics,Current Period,Current Period (Unit)
Scanout Unit Mkt,Scanout,Scanout,Scanout / Sellin,Scanout,Unit Metrics,Current Period,Current Period (Unit)
Scanout Unit Mkt Contrib %,Scanout,Scanout,Scanout / Sellin,Scanout,Unit Metrics,Current Period,Current Period (Unit)
Scanout Unit PI,Scanout,Scanout,Scanout / Sellin,Scanout,Unit Metrics,Current Period,Current Period (Unit)
Scanout Unit Prod,Scanout,Scanout,Scanout / Sellin,Scanout,Unit Metrics,Current Period,Current Period (Unit)
Scanout Unit Prod Contrib %,Scanout,Scanout,Scanout / Sellin,Scanout,Unit Metrics,Current Period,Current Period (Unit)
Sellin Unit,Sellin,Sellin,Scanout / Sellin,Sellin,Unit Metrics,Current Period,Current Period (Unit)
Sellin Unit % Mkt Shr,Sellin,Sellin,Scanout / Sellin,Sellin,Unit Metrics,Current Period,Current Period (Unit)
Sellin Unit Comp,Sellin,Sellin,Scanout / Sellin,Sellin,Unit Metrics,Current Period,Current Period (Unit)
Sellin Unit Comp Contrib %,Sellin,Sellin,Scanout / Sellin,Sellin,Unit Metrics,Current Period,Current Period (Unit)
Sellin Unit Contrib %,Sellin,Sellin,Scanout / Sellin,Sellin,Unit Metrics,Current Period,Current Period (Unit)
Sellin Unit Mkt,Sellin,Sellin,Scanout / Sellin,Sellin,Unit Metrics,Current Period,Current Period (Unit)
Sellin Unit Mkt Contrib %,Sellin,Sellin,Scanout / Sellin,Sellin,Unit Metrics,Current Period,Current Period (Unit)
Sellin Unit PI,Sellin,Sellin,Scanout / Sellin,Sellin,Unit Metrics,Current Period,Current Period (Unit)
Sellin Unit Prod,Sellin,Sellin,Scanout / Sellin,Sellin,Unit Metrics,Current Period,Current Period (Unit)
Sellin Unit Prod Contrib %,Sellin,Sellin,Scanout / Sellin,Sellin,Unit Metrics,Current Period,Current Period (Unit)
SO/SI Unit Ratio,SO/SI,SO/SI,Scanout / Sellin,Scanout,Unit Metrics,Current Period,Current Period (Unit)
Unit Dist,Unit,Unit,Distribution Metrics,Distribution Value Metrics,Unit Metrics,Current Period,Current Period (Unit)
Unit Dist Prod,Unit,Unit,Distribution Metrics,Distribution Value Metrics,Unit Metrics,Current Period,Current Period (Unit)
B&M Val % Mkt Shr +/- LY,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Amount Metrics,Current Period,Current Period (Amount)
B&M Val % Mkt Shr LY,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Amount Metrics,LY or YoY,LY or YoY (Amount)
B&M Val +/- LY,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Amount Metrics,Current Period,Current Period (Amount)
B&M Val Comp +/- LY,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Amount Metrics,Current Period,Current Period (Amount)
B&M Val Comp Contrib % LY,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Amount Metrics,LY or YoY,LY or YoY (Amount)
B&M Val Comp GI vs LY,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Amount Metrics,LY or YoY,LY or YoY (Amount)
B&M Val Comp Gr % vs LY,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Amount Metrics,LY or YoY,LY or YoY (Amount)
B&M Val Comp LY,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Amount Metrics,LY or YoY,LY or YoY (Amount)
B&M Val Contrib % LY,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Amount Metrics,LY or YoY,LY or YoY (Amount)
B&M Val EI vs LY,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Amount Metrics,Current Period,Current Period (Amount)
B&M Val GI vs LY,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Amount Metrics,LY or YoY,LY or YoY (Amount)
B&M Val Gr % vs LY,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Amount Metrics,LY or YoY,LY or YoY (Amount)
B&M Val LY,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Amount Metrics,LY or YoY,LY or YoY (Amount)
B&M Val Mkt +/- LY,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Amount Metrics,Current Period,Current Period (Amount)
B&M Val Mkt Contrib % LY,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Amount Metrics,LY or YoY,LY or YoY (Amount)
B&M Val Mkt GI vs LY,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Amount Metrics,LY or YoY,LY or YoY (Amount)
B&M Val Mkt Gr % vs LY,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Amount Metrics,LY or YoY,LY or YoY (Amount)
B&M Val Mkt LY,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Amount Metrics,LY or YoY,LY or YoY (Amount)
B&M Val PI +/- LY,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Amount Metrics,Current Period,Current Period (Amount)
B&M Val PI Gr % vs LY,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Amount Metrics,LY or YoY,LY or YoY (Amount)
B&M Val PI LY,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Amount Metrics,LY or YoY,LY or YoY (Amount)
B&M Val Prod +/- LY,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Amount Metrics,Current Period,Current Period (Amount)
B&M Val Prod Contrib % LY,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Amount Metrics,LY or YoY,LY or YoY (Amount)
B&M Val Prod GI vs LY,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Amount Metrics,LY or YoY,LY or YoY (Amount)
B&M Val Prod Gr % vs LY,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Amount Metrics,LY or YoY,LY or YoY (Amount)
B&M Val Prod LY,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Amount Metrics,LY or YoY,LY or YoY (Amount)
Baseline Val % Mkt Shr +/- LY,Baseline,Baseline,Baseline /Incremental / Lost,Baseline,Amount Metrics,Current Period,Current Period (Amount)
Baseline Val % Mkt Shr LY,Baseline,Baseline,Baseline /Incremental / Lost,Baseline,Amount Metrics,LY or YoY,LY or YoY (Amount)
Baseline Val +/- LY,Baseline,Baseline,Baseline /Incremental / Lost,Baseline,Amount Metrics,Current Period,Current Period (Amount)
Baseline Val Comp +/- LY,Baseline,Baseline,Baseline /Incremental / Lost,Baseline,Amount Metrics,Current Period,Current Period (Amount)
