Name	Level_1	Level_2_1	Level_2_2	Level_2_3	Level_2_4
Lost Unit PI	Baseline /Incremental / Lost	Lost	Unit Metrics	Current Period	Current Period (Unit)
Lost Unit Prod	Baseline /Incremental / Lost	Lost	Unit Metrics	Current Period	Current Period (Unit)
Lost Unit Prod Contrib %	Baseline /Incremental / Lost	Lost	Unit Metrics	Current Period	Current Period (Unit)
Non Promo Unit	Promo / Non Promo	Non Promo	Unit Metrics	Current Period	Current Period (Unit)
Non Promo Unit % Mkt Shr	Promo / Non Promo	Non Promo	Unit Metrics	Current Period	Current Period (Unit)
Non Promo Unit Comp	Promo / Non Promo	Non Promo	Unit Metrics	Current Period	Current Period (Unit)
Non Promo Unit Comp Contrib %	Promo / Non Promo	Non Promo	Unit Metrics	Current Period	Current Period (Unit)
Non Promo Unit Contrib %	Promo / Non Promo	Non Promo	Unit Metrics	Current Period	Current Period (Unit)
Non Promo Unit Mkt	Promo / Non Promo	Non Promo	Unit Metrics	Current Period	Current Period (Unit)
Non Promo Unit Mkt Contrib %	Promo / Non Promo	Non Promo	Unit Metrics	Current Period	Current Period (Unit)
Non Promo Unit PI	Promo / Non Promo	Non Promo	Unit Metrics	Current Period	Current Period (Unit)
Non Promo Unit Prod	Promo / Non Promo	Non Promo	Unit Metrics	Current Period	Current Period (Unit)
Non Promo Unit Prod Contrib %	Promo / Non Promo	Non Promo	Unit Metrics	Current Period	Current Period (Unit)
Online Unit	Brick & Mortar / Online	Online	Unit Metrics	Current Period	Current Period (Unit)
Online Unit % Mkt Shr	Brick & Mortar / Online	Online	Unit Metrics	Current Period	Current Period (Unit)
Online Unit Comp	Brick & Mortar / Online	Online	Unit Metrics	Current Period	Current Period (Unit)
Online Unit Comp Contrib %	Brick & Mortar / Online	Online	Unit Metrics	Current Period	Current Period (Unit)
Online Unit Contrib %	Brick & Mortar / Online	Online	Unit Metrics	Current Period	Current Period (Unit)
Online Unit Mkt	Brick & Mortar / Online	Online	Unit Metrics	Current Period	Current Period (Unit)
Online Unit Mkt Contrib %	Brick & Mortar / Online	Online	Unit Metrics	Current Period	Current Period (Unit)
Online Unit PI	Brick & Mortar / Online	Online	Unit Metrics	Current Period	Current Period (Unit)
Online Unit Prod	Brick & Mortar / Online	Online	Unit Metrics	Current Period	Current Period (Unit)
Online Unit Prod Contrib %	Brick & Mortar / Online	Online	Unit Metrics	Current Period	Current Period (Unit)
Unit	Base Metrics	Unit Metrics	Unit Metrics	Current Period	Current Period (Unit)
Unit % Mkt Shr	Base Metrics	Unit Metrics	Unit Metrics	Current Period	Current Period (Unit)
Unit Comp	Base Metrics	Unit Metrics	Unit Metrics	Current Period	Current Period (Unit)
Unit Comp Contrib %	Base Metrics	Unit Metrics	Unit Metrics	Current Period	Current Period (Unit)
Unit Contrib %	Base Metrics	Unit Metrics	Unit Metrics	Current Period	Current Period (Unit)
Unit Mkt	Base Metrics	Unit Metrics	Unit Metrics	Current Period	Current Period (Unit)
Unit Mkt Contrib %	Base Metrics	Unit Metrics	Unit Metrics	Current Period	Current Period (Unit)
Unit PI	Base Metrics	Unit Metrics	Unit Metrics	Current Period	Current Period (Unit)
Unit Prod	Base Metrics	Unit Metrics	Unit Metrics	Current Period	Current Period (Unit)
Unit Prod Contrib %	Base Metrics	Unit Metrics	Unit Metrics	Current Period	Current Period (Unit)
Promo Unit	Promo / Non Promo	Promo	Unit Metrics	Current Period	Current Period (Unit)
Promo Unit % Mkt Shr	Promo / Non Promo	Promo	Unit Metrics	Current Period	Current Period (Unit)
Promo Unit Comp	Promo / Non Promo	Promo	Unit Metrics	Current Period	Current Period (Unit)
Promo Unit Comp Contrib %	Promo / Non Promo	Promo	Unit Metrics	Current Period	Current Period (Unit)
Promo Unit Contrib %	Promo / Non Promo	Promo	Unit Metrics	Current Period	Current Period (Unit)
Promo Unit Mkt	Promo / Non Promo	Promo	Unit Metrics	Current Period	Current Period (Unit)
Promo Unit Mkt Contrib %	Promo / Non Promo	Promo	Unit Metrics	Current Period	Current Period (Unit)
Promo Unit PI	Promo / Non Promo	Promo	Unit Metrics	Current Period	Current Period (Unit)
Promo Unit Prod	Promo / Non Promo	Promo	Unit Metrics	Current Period	Current Period (Unit)
Promo Unit Prod Contrib %	Promo / Non Promo	Promo	Unit Metrics	Current Period	Current Period (Unit)
Ret/Gr Unit Ratio	Retail / Grocery	Retail	Unit Metrics	Current Period	Current Period (Unit)
Retail Unit	Retail / Grocery	Retail	Unit Metrics	Current Period	Current Period (Unit)
Retail Unit % Mkt Shr	Retail / Grocery	Retail	Unit Metrics	Current Period	Current Period (Unit)
Retail Unit Comp	Retail / Grocery	Retail	Unit Metrics	Current Period	Current Period (Unit)
Retail Unit Comp Contrib %	Retail / Grocery	Retail	Unit Metrics	Current Period	Current Period (Unit)
Retail Unit Contrib %	Retail / Grocery	Retail	Unit Metrics	Current Period	Current Period (Unit)
Retail Unit Mkt	Retail / Grocery	Retail	Unit Metrics	Current Period	Current Period (Unit)
Retail Unit Mkt Contrib %	Retail / Grocery	Retail	Unit Metrics	Current Period	Current Period (Unit)
Retail Unit PI	Retail / Grocery	Retail	Unit Metrics	Current Period	Current Period (Unit)
Retail Unit Prod	Retail / Grocery	Retail	Unit Metrics	Current Period	Current Period (Unit)
Retail Unit Prod Contrib %	Retail / Grocery	Retail	Unit Metrics	Current Period	Current Period (Unit)
ROS Unit	Distribution Metrics	Distribution Value Metrics	Unit Metrics	Current Period	Current Period (Unit)
Scanout Unit	Scanout / Sellin	Scanout	Unit Metrics	Current Period	Current Period (Unit)
Scanout Unit % Mkt Shr	Scanout / Sellin	Scanout	Unit Metrics	Current Period	Current Period (Unit)
Scanout Unit Comp	Scanout / Sellin	Scanout	Unit Metrics	Current Period	Current Period (Unit)
Scanout Unit Comp Contrib %	Scanout / Sellin	Scanout	Unit Metrics	Current Period	Current Period (Unit)
Scanout Unit Contrib %	Scanout / Sellin	Scanout	Unit Metrics	Current Period	Current Period (Unit)
Scanout Unit Mkt	Scanout / Sellin	Scanout	Unit Metrics	Current Period	Current Period (Unit)
Scanout Unit Mkt Contrib %	Scanout / Sellin	Scanout	Unit Metrics	Current Period	Current Period (Unit)
Scanout Unit PI	Scanout / Sellin	Scanout	Unit Metrics	Current Period	Current Period (Unit)
Scanout Unit Prod	Scanout / Sellin	Scanout	Unit Metrics	Current Period	Current Period (Unit)
Scanout Unit Prod Contrib %	Scanout / Sellin	Scanout	Unit Metrics	Current Period	Current Period (Unit)
Sellin Unit	Scanout / Sellin	Sellin	Unit Metrics	Current Period	Current Period (Unit)
Sellin Unit % Mkt Shr	Scanout / Sellin	Sellin	Unit Metrics	Current Period	Current Period (Unit)
Sellin Unit Comp	Scanout / Sellin	Sellin	Unit Metrics	Current Period	Current Period (Unit)
Sellin Unit Comp Contrib %	Scanout / Sellin	Sellin	Unit Metrics	Current Period	Current Period (Unit)
Sellin Unit Contrib %	Scanout / Sellin	Sellin	Unit Metrics	Current Period	Current Period (Unit)
Sellin Unit Mkt	Scanout / Sellin	Sellin	Unit Metrics	Current Period	Current Period (Unit)
Sellin Unit Mkt Contrib %	Scanout / Sellin	Sellin	Unit Metrics	Current Period	Current Period (Unit)
Sellin Unit PI	Scanout / Sellin	Sellin	Unit Metrics	Current Period	Current Period (Unit)
Sellin Unit Prod	Scanout / Sellin	Sellin	Unit Metrics	Current Period	Current Period (Unit)
Sellin Unit Prod Contrib %	Scanout / Sellin	Sellin	Unit Metrics	Current Period	Current Period (Unit)
SO/SI Unit Ratio	Scanout / Sellin	Scanout	Unit Metrics	Current Period	Current Period (Unit)
Unit Dist	Distribution Metrics	Distribution Value Metrics	Unit Metrics	Current Period	Current Period (Unit)
Unit Dist Prod	Distribution Metrics	Distribution Value Metrics	Unit Metrics	Current Period	Current Period (Unit)
B&M Val % Mkt Shr +/- LY	Brick & Mortar / Online	Brick & Mortar	Amount Metrics	Current Period	Current Period (Amount)
B&M Val % Mkt Shr LY	Brick & Mortar / Online	Brick & Mortar	Amount Metrics	LY or YoY	LY or YoY (Amount)
B&M Val +/- LY	Brick & Mortar / Online	Brick & Mortar	Amount Metrics	Current Period	Current Period (Amount)
B&M Val Comp +/- LY	Brick & Mortar / Online	Brick & Mortar	Amount Metrics	Current Period	Current Period (Amount)
B&M Val Comp Contrib % LY	Brick & Mortar / Online	Brick & Mortar	Amount Metrics	LY or YoY	LY or YoY (Amount)
B&M Val Comp GI vs LY	Brick & Mortar / Online	Brick & Mortar	Amount Metrics	LY or YoY	LY or YoY (Amount)
B&M Val Comp Gr % vs LY	Brick & Mortar / Online	Brick & Mortar	Amount Metrics	LY or YoY	LY or YoY (Amount)
B&M Val Comp LY	Brick & Mortar / Online	Brick & Mortar	Amount Metrics	LY or YoY	LY or YoY (Amount)
B&M Val Contrib % LY	Brick & Mortar / Online	Brick & Mortar	Amount Metrics	LY or YoY	LY or YoY (Amount)
B&M Val EI vs LY	Brick & Mortar / Online	Brick & Mortar	Amount Metrics	Current Period	Current Period (Amount)
B&M Val GI vs LY	Brick & Mortar / Online	Brick & Mortar	Amount Metrics	LY or YoY	LY or YoY (Amount)
B&M Val Gr % vs LY	Brick & Mortar / Online	Brick & Mortar	Amount Metrics	LY or YoY	LY or YoY (Amount)
B&M Val LY	Brick & Mortar / Online	Brick & Mortar	Amount Metrics	LY or YoY	LY or YoY (Amount)
B&M Val Mkt +/- LY	Brick & Mortar / Online	Brick & Mortar	Amount Metrics	Current Period	Current Period (Amount)
B&M Val Mkt Contrib % LY	Brick & Mortar / Online	Brick & Mortar	Amount Metrics	LY or YoY	LY or YoY (Amount)
B&M Val Mkt GI vs LY	Brick & Mortar / Online	Brick & Mortar	Amount Metrics	LY or YoY	LY or YoY (Amount)
B&M Val Mkt Gr % vs LY	Brick & Mortar / Online	Brick & Mortar	Amount Metrics	LY or YoY	LY or YoY (Amount)
B&M Val Mkt LY	Brick & Mortar / Online	Brick & Mortar	Amount Metrics	LY or YoY	LY or YoY (Amount)
B&M Val PI +/- LY	Brick & Mortar / Online	Brick & Mortar	Amount Metrics	Current Period	Current Period (Amount)
B&M Val PI Gr % vs LY	Brick & Mortar / Online	Brick & Mortar	Amount Metrics	LY or YoY	LY or YoY (Amount)
B&M Val PI LY	Brick & Mortar / Online	Brick & Mortar	Amount Metrics	LY or YoY	LY or YoY (Amount)
B&M Val Prod +/- LY	Brick & Mortar / Online	Brick & Mortar	Amount Metrics	Current Period	Current Period (Amount)
B&M Val Prod Contrib % LY	Brick & Mortar / Online	Brick & Mortar	Amount Metrics	LY or YoY	LY or YoY (Amount)
B&M Val Prod GI vs LY	Brick & Mortar / Online	Brick & Mortar	Amount Metrics	LY or YoY	LY or YoY (Amount)
B&M Val Prod Gr % vs LY	Brick & Mortar / Online	Brick & Mortar	Amount Metrics	LY or YoY	LY or YoY (Amount)
B&M Val Prod LY	Brick & Mortar / Online	Brick & Mortar	Amount Metrics	LY or YoY	LY or YoY (Amount)
Baseline Val % Mkt Shr +/- LY	Baseline /Incremental / Lost	Baseline	Amount Metrics	Current Period	Current Period (Amount)
Baseline Val % Mkt Shr LY	Baseline /Incremental / Lost	Baseline	Amount Metrics	LY or YoY	LY or YoY (Amount)
Baseline Val +/- LY	Baseline /Incremental / Lost	Baseline	Amount Metrics	Current Period	Current Period (Amount)
Baseline Val Comp +/- LY	Baseline /Incremental / Lost	Baseline	Amount Metrics	Current Period	Current Period (Amount)
Baseline Val Comp Contrib % LY	Baseline /Incremental / Lost	Baseline	Amount Metrics	LY or YoY	LY or YoY (Amount)
Baseline Val Comp GI vs LY	Baseline /Incremental / Lost	Baseline	Amount Metrics	LY or YoY	LY or YoY (Amount)
Baseline Val Comp Gr % vs LY	Baseline /Incremental / Lost	Baseline	Amount Metrics	LY or YoY	LY or YoY (Amount)
Baseline Val Comp LY	Baseline /Incremental / Lost	Baseline	Amount Metrics	LY or YoY	LY or YoY (Amount)
Baseline Val Contrib % LY	Baseline /Incremental / Lost	Baseline	Amount Metrics	LY or YoY	LY or YoY (Amount)
Baseline Val EI vs LY	Baseline /Incremental / Lost	Baseline	Amount Metrics	Current Period	Current Period (Amount)
Baseline Val GI vs LY	Baseline /Incremental / Lost	Baseline	Amount Metrics	LY or YoY	LY or YoY (Amount)
Baseline Val Gr % vs LY	Baseline /Incremental / Lost	Baseline	Amount Metrics	LY or YoY	LY or YoY (Amount)
Baseline Val LY	Baseline /Incremental / Lost	Baseline	Amount Metrics	LY or YoY	LY or YoY (Amount)
Baseline Val Mkt +/- LY	Baseline /Incremental / Lost	Baseline	Amount Metrics	Current Period	Current Period (Amount)
Baseline Val Mkt Contrib % LY	Baseline /Incremental / Lost	Baseline	Amount Metrics	LY or YoY	LY or YoY (Amount)
Baseline Val Mkt GI vs LY	Baseline /Incremental / Lost	Baseline	Amount Metrics	LY or YoY	LY or YoY (Amount)
Baseline Val Mkt Gr % vs LY	Baseline /Incremental / Lost	Baseline	Amount Metrics	LY or YoY	LY or YoY (Amount)
Baseline Val Mkt LY	Baseline /Incremental / Lost	Baseline	Amount Metrics	LY or YoY	LY or YoY (Amount)
Baseline Val PI +/- LY	Baseline /Incremental / Lost	Baseline	Amount Metrics	Current Period	Current Period (Amount)
Baseline Val PI Gr % vs LY	Baseline /Incremental / Lost	Baseline	Amount Metrics	LY or YoY	LY or YoY (Amount)
Baseline Val PI LY	Baseline /Incremental / Lost	Baseline	Amount Metrics	LY or YoY	LY or YoY (Amount)
Baseline Val Prod +/- LY	Baseline /Incremental / Lost	Baseline	Amount Metrics	Current Period	Current Period (Amount)
Baseline Val Prod Contrib % LY	Baseline /Incremental / Lost	Baseline	Amount Metrics	LY or YoY	LY or YoY (Amount)
Baseline Val Prod GI vs LY	Baseline /Incremental / Lost	Baseline	Amount Metrics	LY or YoY	LY or YoY (Amount)
Baseline Val Prod Gr % vs LY	Baseline /Incremental / Lost	Baseline	Amount Metrics	LY or YoY	LY or YoY (Amount)
Baseline Val Prod LY	Baseline /Incremental / Lost	Baseline	Amount Metrics	LY or YoY	LY or YoY (Amount)
Domestic Val % Mkt Shr +/- LY	Domestic / Export	Domestic	Amount Metrics	Current Period	Current Period (Amount)
Domestic Val % Mkt Shr LY	Domestic / Export	Domestic	Amount Metrics	LY or YoY	LY or YoY (Amount)
Domestic Val +/- LY	Domestic / Export	Domestic	Amount Metrics	Current Period	Current Period (Amount)
Domestic Val Comp +/- LY	Domestic / Export	Domestic	Amount Metrics	Current Period	Current Period (Amount)
Domestic Val Comp Contrib % LY	Domestic / Export	Domestic	Amount Metrics	LY or YoY	LY or YoY (Amount)
Domestic Val Comp GI vs LY	Domestic / Export	Domestic	Amount Metrics	LY or YoY	LY or YoY (Amount)
Domestic Val Comp Gr % vs LY	Domestic / Export	Domestic	Amount Metrics	LY or YoY	LY or YoY (Amount)
Domestic Val Comp LY	Domestic / Export	Domestic	Amount Metrics	LY or YoY	LY or YoY (Amount)
Domestic Val Contrib % LY	Domestic / Export	Domestic	Amount Metrics	LY or YoY	LY or YoY (Amount)
Domestic Val EI vs LY	Domestic / Export	Domestic	Amount Metrics	Current Period	Current Period (Amount)
Domestic Val GI vs LY	Domestic / Export	Domestic	Amount Metrics	LY or YoY	LY or YoY (Amount)
Domestic Val Gr % vs LY	Domestic / Export	Domestic	Amount Metrics	LY or YoY	LY or YoY (Amount)
Domestic Val LY	Domestic / Export	Domestic	Amount Metrics	LY or YoY	LY or YoY (Amount)
Domestic Val Mkt +/- LY	Domestic / Export	Domestic	Amount Metrics	Current Period	Current Period (Amount)
Domestic Val Mkt Contrib % LY	Domestic / Export	Domestic	Amount Metrics	LY or YoY	LY or YoY (Amount)
Domestic Val Mkt GI vs LY	Domestic / Export	Domestic	Amount Metrics	LY or YoY	LY or YoY (Amount)
Domestic Val Mkt Gr % vs LY	Domestic / Export	Domestic	Amount Metrics	LY or YoY	LY or YoY (Amount)
Domestic Val Mkt LY	Domestic / Export	Domestic	Amount Metrics	LY or YoY	LY or YoY (Amount)
Domestic Val PI +/- LY	Domestic / Export	Domestic	Amount Metrics	Current Period	Current Period (Amount)
Domestic Val PI Gr % vs LY	Domestic / Export	Domestic	Amount Metrics	LY or YoY	LY or YoY (Amount)
Domestic Val PI LY	Domestic / Export	Domestic	Amount Metrics	LY or YoY	LY or YoY (Amount)
Domestic Val Prod +/- LY	Domestic / Export	Domestic	Amount Metrics	Current Period	Current Period (Amount)
Domestic Val Prod Contrib % LY	Domestic / Export	Domestic	Amount Metrics	LY or YoY	LY or YoY (Amount)
Domestic Val Prod GI vs LY	Domestic / Export	Domestic	Amount Metrics	LY or YoY	LY or YoY (Amount)
Domestic Val Prod Gr % vs LY	Domestic / Export	Domestic	Amount Metrics	LY or YoY	LY or YoY (Amount)
Domestic Val Prod LY	Domestic / Export	Domestic	Amount Metrics	LY or YoY	LY or YoY (Amount)
Export Val % Mkt Shr +/- LY	Domestic / Export	Export	Amount Metrics	Current Period	Current Period (Amount)
Export Val % Mkt Shr LY	Domestic / Export	Export	Amount Metrics	LY or YoY	LY or YoY (Amount)
Export Val +/- LY	Domestic / Export	Export	Amount Metrics	Current Period	Current Period (Amount)
Export Val Comp +/- LY	Domestic / Export	Export	Amount Metrics	Current Period	Current Period (Amount)
